universal_id,source_dataset,source_doi,domain_family,response_type,ucs_kpa,cbr_pct,cbr_condition,curing_days,soil_id,soil_class,soil_location,sand_pct,silt_pct,clay_pct,gravel_pct,ll_pct,pl_pct,pi_pct,specific_gravity,omc_pct,mdd_gcm3,water_content_pct,dry_density_gcm3,cement_pct,lime_pct,fly_ash_pct,ggbs_pct,rice_husk_ash_pct,pond_ash_pct,marble_powder_pct,harha_pct,fgd_gypsum_pct,biopolymer_pct,xanthan_gum_pct,guar_gum_pct,chitosan_pct,lignin_pct,fiber_pct,polypropylene_pct,jute_pct,waste_plastic_pct,sludge_pct,coconut_shell_pct,naoh_pct,na2sio3_pct,alkali_activator_pct,water_binder_ratio,compaction_rate_mm_min,ucs_class,ucs_high_binary,kgco2e_per_100kg_soil,source_baseline,gain,gain_per_co2,pareto_response,cbr_class,cbr_pass_8
UCDV1_02685,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,8.6,,,,,,,,,,64.5,20.8,43.7,,16.45,1.31,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,0.027999999999999997,8.0,0.5999999999999996,21.428571428571416,CBR,usable_8_20,1.0
UCDV1_02686,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,8.6,,,,,,,,,,64.5,20.8,43.7,,16.45,1.31,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,0.027999999999999997,8.0,0.5999999999999996,21.428571428571416,CBR,usable_8_20,1.0
UCDV1_02689,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,8.85,,,,,,,,,,63.5,20.9,42.6,,16.49,1.33,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,0.036000000000000004,8.0,0.8499999999999996,23.6111111111111,CBR,usable_8_20,1.0
UCDV1_02690,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,8.85,,,,,,,,,,63.5,20.9,42.6,,16.49,1.33,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,0.036000000000000004,8.0,0.8499999999999996,23.6111111111111,CBR,usable_8_20,1.0
UCDV1_02691,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,9.2,,,,,,,,,,63.0,21.0,42.0,,16.5,1.35,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,0.04,8.0,1.1999999999999993,29.999999999999982,CBR,usable_8_20,1.0
UCDV1_02692,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,9.2,,,,,,,,,,63.0,21.0,42.0,,16.5,1.35,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,0.04,8.0,1.1999999999999993,29.999999999999982,CBR,usable_8_20,1.0
UCDV1_02693,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,9.25,,,,,,,,,,62.5,20.6,41.9,,16.6,1.35,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,0.044000000000000004,8.0,1.25,28.409090909090907,CBR,usable_8_20,1.0
UCDV1_02694,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,9.25,,,,,,,,,,62.5,20.6,41.9,,16.6,1.35,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,0.044000000000000004,8.0,1.25,28.409090909090907,CBR,usable_8_20,1.0
UCDV1_02695,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,9.4,,,,,,,,,,62.1,20.3,41.8,,16.7,1.36,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,0.048,8.0,1.4000000000000004,29.166666666666675,CBR,usable_8_20,1.0
UCDV1_02696,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,9.4,,,,,,,,,,62.1,20.3,41.8,,16.7,1.36,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,0.048,8.0,1.4000000000000004,29.166666666666675,CBR,usable_8_20,1.0
UCDV1_02697,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,9.5,,,,,,,,,,61.9,20.2,41.7,,16.8,1.37,,,,,,,,,,1.3,,,,,,,,,,,,,,,,,,,,0.052000000000000005,8.0,1.5,28.846153846153843,CBR,usable_8_20,1.0
UCDV1_02698,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,9.5,,,,,,,,,,61.9,20.2,41.7,,16.8,1.37,,,,,,,,,,1.3,,,,,,,,,,,,,,,,,,,,0.052000000000000005,8.0,1.5,28.846153846153843,CBR,usable_8_20,1.0
UCDV1_02699,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,9.7,,,,,,,,,,61.7,20.1,41.6,,17.0,1.38,,,,,,,,,,1.4,,,,,,,,,,,,,,,,,,,,0.055999999999999994,8.0,1.6999999999999993,30.357142857142847,CBR,usable_8_20,1.0
UCDV1_02700,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,9.7,,,,,,,,,,61.7,20.1,41.6,,17.0,1.38,,,,,,,,,,1.4,,,,,,,,,,,,,,,,,,,,0.055999999999999994,8.0,1.6999999999999993,30.357142857142847,CBR,usable_8_20,1.0
UCDV1_02701,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,9.8,,,,,,,,,,61.5,20.0,41.5,,17.2,1.38,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,0.06,8.0,1.8000000000000007,30.000000000000014,CBR,usable_8_20,1.0
UCDV1_02702,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,9.8,,,,,,,,,,61.5,20.0,41.5,,17.2,1.38,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,0.06,8.0,1.8000000000000007,30.000000000000014,CBR,usable_8_20,1.0
UCDV1_02705,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,9.85,,,,,,,,,,61.3,20.0,41.3,,17.3,1.39,,,,,,,,,,1.7,,,,,,,,,,,,,,,,,,,,0.068,8.0,1.8499999999999996,27.20588235294117,CBR,usable_8_20,1.0
UCDV1_02706,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,9.85,,,,,,,,,,61.3,20.0,41.3,,17.3,1.39,,,,,,,,,,1.7,,,,,,,,,,,,,,,,,,,,0.068,8.0,1.8499999999999996,27.20588235294117,CBR,usable_8_20,1.0
UCDV1_02707,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,9.92,,,,,,,,,,61.3,20.1,41.2,,17.5,1.4,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,0.07200000000000001,8.0,1.92,26.666666666666664,CBR,usable_8_20,1.0
UCDV1_02708,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,9.92,,,,,,,,,,61.3,20.1,41.2,,17.5,1.4,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,0.07200000000000001,8.0,1.92,26.666666666666664,CBR,usable_8_20,1.0
UCDV1_02709,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,9.96,,,,,,,,,,61.2,20.1,41.1,,17.7,1.41,,,,,,,,,,1.9,,,,,,,,,,,,,,,,,,,,0.076,8.0,1.9600000000000009,25.789473684210538,CBR,usable_8_20,1.0
UCDV1_02710,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,9.96,,,,,,,,,,61.2,20.1,41.1,,17.7,1.41,,,,,,,,,,1.9,,,,,,,,,,,,,,,,,,,,0.076,8.0,1.9600000000000009,25.789473684210538,CBR,usable_8_20,1.0
UCDV1_02711,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,10.4,,,,,,,,,,61.0,20.0,41.0,,17.8,1.41,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,0.08,8.0,2.4000000000000004,30.000000000000004,CBR,usable_8_20,1.0
UCDV1_02712,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,10.4,,,,,,,,,,61.0,20.0,41.0,,17.8,1.41,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,0.08,8.0,2.4000000000000004,30.000000000000004,CBR,usable_8_20,1.0
UCDV1_02715,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,10.7,,,,,,,,,,60.7,19.7,41.0,,17.9,1.42,,,,,,,,,,2.2,,,,,,,,,,,,,,,,,,,,0.08800000000000001,8.0,2.6999999999999993,30.68181818181817,CBR,usable_8_20,1.0
UCDV1_02716,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,10.7,,,,,,,,,,60.7,19.7,41.0,,17.9,1.42,,,,,,,,,,2.2,,,,,,,,,,,,,,,,,,,,0.08800000000000001,8.0,2.6999999999999993,30.68181818181817,CBR,usable_8_20,1.0
UCDV1_02717,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,11.0,,,,,,,,,,60.6,19.6,41.0,,18.0,1.425,,,,,,,,,,2.3,,,,,,,,,,,,,,,,,,,,0.092,8.0,3.0,32.608695652173914,CBR,usable_8_20,1.0
UCDV1_02718,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,11.0,,,,,,,,,,60.6,19.6,41.0,,18.0,1.425,,,,,,,,,,2.3,,,,,,,,,,,,,,,,,,,,0.092,8.0,3.0,32.608695652173914,CBR,usable_8_20,1.0
UCDV1_02719,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,11.6,,,,,,,,,,60.4,19.4,41.0,,18.2,1.43,,,,,,,,,,2.4,,,,,,,,,,,,,,,,,,,,0.096,8.0,3.5999999999999996,37.49999999999999,CBR,usable_8_20,1.0
UCDV1_02720,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,11.6,,,,,,,,,,60.4,19.4,41.0,,18.2,1.43,,,,,,,,,,2.4,,,,,,,,,,,,,,,,,,,,0.096,8.0,3.5999999999999996,37.49999999999999,CBR,usable_8_20,1.0
UCDV1_02721,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,12.0,,,,,,,,,,60.0,19.0,41.0,,18.3,1.43,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,0.1,8.0,4.0,40.0,CBR,usable_8_20,1.0
UCDV1_02722,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,12.0,,,,,,,,,,60.0,19.0,41.0,,18.3,1.43,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,0.1,8.0,4.0,40.0,CBR,usable_8_20,1.0
UCDV1_02723,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,12.1,,,,,,,,,,59.8,19.0,40.8,,18.35,1.435,,,,,,,,,,2.6,,,,,,,,,,,,,,,,,,,,0.10400000000000001,8.0,4.1,39.42307692307691,CBR,usable_8_20,1.0
UCDV1_02724,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,12.1,,,,,,,,,,59.8,19.0,40.8,,18.35,1.435,,,,,,,,,,2.6,,,,,,,,,,,,,,,,,,,,0.10400000000000001,8.0,4.1,39.42307692307691,CBR,usable_8_20,1.0
UCDV1_02725,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,12.4,,,,,,,,,,59.7,19.1,40.6,,18.4,1.45,,,,,,,,,,2.7,,,,,,,,,,,,,,,,,,,,0.10800000000000001,8.0,4.4,40.74074074074074,CBR,usable_8_20,1.0
UCDV1_02726,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,12.4,,,,,,,,,,59.7,19.1,40.6,,18.4,1.45,,,,,,,,,,2.7,,,,,,,,,,,,,,,,,,,,0.10800000000000001,8.0,4.4,40.74074074074074,CBR,usable_8_20,1.0
UCDV1_02727,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,12.9,,,,,,,,,,59.5,19.1,40.4,,18.45,1.455,,,,,,,,,,2.8,,,,,,,,,,,,,,,,,,,,0.11199999999999999,8.0,4.9,43.75000000000001,CBR,usable_8_20,1.0
UCDV1_02728,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,12.9,,,,,,,,,,59.5,19.1,40.4,,18.45,1.455,,,,,,,,,,2.8,,,,,,,,,,,,,,,,,,,,0.11199999999999999,8.0,4.9,43.75000000000001,CBR,usable_8_20,1.0
UCDV1_02729,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,13.3,,,,,,,,,,59.2,19.0,40.2,,18.5,1.46,,,,,,,,,,2.9,,,,,,,,,,,,,,,,,,,,0.11599999999999999,8.0,5.300000000000001,45.6896551724138,CBR,usable_8_20,1.0
UCDV1_02730,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,13.3,,,,,,,,,,59.2,19.0,40.2,,18.5,1.46,,,,,,,,,,2.9,,,,,,,,,,,,,,,,,,,,0.11599999999999999,8.0,5.300000000000001,45.6896551724138,CBR,usable_8_20,1.0
UCDV1_02731,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,13.8,,,,,,,,,,59.0,19.0,40.0,,18.5,1.46,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,0.12,8.0,5.800000000000001,48.33333333333334,CBR,usable_8_20,1.0
UCDV1_02732,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,13.8,,,,,,,,,,59.0,19.0,40.0,,18.5,1.46,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,0.12,8.0,5.800000000000001,48.33333333333334,CBR,usable_8_20,1.0
UCDV1_02733,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,13.9,,,,,,,,,,58.8,19.2,39.6,,18.55,1.47,,,,,,,,,,3.1,,,,,,,,,,,,,,,,,,,,0.12400000000000001,8.0,5.9,47.58064516129032,CBR,usable_8_20,1.0
UCDV1_02734,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,13.9,,,,,,,,,,58.8,19.2,39.6,,18.55,1.47,,,,,,,,,,3.1,,,,,,,,,,,,,,,,,,,,0.12400000000000001,8.0,5.9,47.58064516129032,CBR,usable_8_20,1.0
UCDV1_02735,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,14.2,,,,,,,,,,58.4,18.9,39.5,,18.6,1.475,,,,,,,,,,3.2,,,,,,,,,,,,,,,,,,,,0.128,8.0,6.199999999999999,48.43749999999999,CBR,usable_8_20,1.0
UCDV1_02736,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,14.2,,,,,,,,,,58.4,18.9,39.5,,18.6,1.475,,,,,,,,,,3.2,,,,,,,,,,,,,,,,,,,,0.128,8.0,6.199999999999999,48.43749999999999,CBR,usable_8_20,1.0
UCDV1_02737,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,14.5,,,,,,,,,,57.9,19.1,38.8,,18.7,1.48,,,,,,,,,,3.3,,,,,,,,,,,,,,,,,,,,0.132,8.0,6.5,49.24242424242424,CBR,usable_8_20,1.0
UCDV1_02738,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,14.5,,,,,,,,,,57.9,19.1,38.8,,18.7,1.48,,,,,,,,,,3.3,,,,,,,,,,,,,,,,,,,,0.132,8.0,6.5,49.24242424242424,CBR,usable_8_20,1.0
UCDV1_02739,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,14.7,,,,,,,,,,57.4,19.0,38.4,,18.75,1.484,,,,,,,,,,3.4,,,,,,,,,,,,,,,,,,,,0.136,8.0,6.699999999999999,49.264705882352935,CBR,usable_8_20,1.0
UCDV1_02740,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,14.7,,,,,,,,,,57.4,19.0,38.4,,18.75,1.484,,,,,,,,,,3.4,,,,,,,,,,,,,,,,,,,,0.136,8.0,6.699999999999999,49.264705882352935,CBR,usable_8_20,1.0
UCDV1_02741,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,14.8,,,,,,,,,,57.0,19.0,38.0,,18.8,1.49,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,0.14,8.0,6.800000000000001,48.57142857142857,CBR,usable_8_20,1.0
UCDV1_02742,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,14.8,,,,,,,,,,57.0,19.0,38.0,,18.8,1.49,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,0.14,8.0,6.800000000000001,48.57142857142857,CBR,usable_8_20,1.0
UCDV1_02743,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,15.0,,,,,,,,,,56.8,18.9,37.9,,18.85,1.5,,,,,,,,,,3.6,,,,,,,,,,,,,,,,,,,,0.14400000000000002,8.0,7.0,48.61111111111111,CBR,usable_8_20,1.0
UCDV1_02744,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,15.0,,,,,,,,,,56.8,18.9,37.9,,18.85,1.5,,,,,,,,,,3.6,,,,,,,,,,,,,,,,,,,,0.14400000000000002,8.0,7.0,48.61111111111111,CBR,usable_8_20,1.0
UCDV1_02745,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,15.3,,,,,,,,,,56.7,19.0,37.7,,18.9,1.51,,,,,,,,,,3.7,,,,,,,,,,,,,,,,,,,,0.14800000000000002,8.0,7.300000000000001,49.32432432432432,CBR,usable_8_20,1.0
UCDV1_02746,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,15.3,,,,,,,,,,56.7,19.0,37.7,,18.9,1.51,,,,,,,,,,3.7,,,,,,,,,,,,,,,,,,,,0.14800000000000002,8.0,7.300000000000001,49.32432432432432,CBR,usable_8_20,1.0
UCDV1_02747,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,15.7,,,,,,,,,,56.5,18.9,37.6,,18.93,1.51,,,,,,,,,,3.8,,,,,,,,,,,,,,,,,,,,0.152,8.0,7.699999999999999,50.6578947368421,CBR,usable_8_20,1.0
UCDV1_02748,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,15.7,,,,,,,,,,56.5,18.9,37.6,,18.93,1.51,,,,,,,,,,3.8,,,,,,,,,,,,,,,,,,,,0.152,8.0,7.699999999999999,50.6578947368421,CBR,usable_8_20,1.0
UCDV1_02749,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,15.9,,,,,,,,,,56.3,19.0,37.3,,18.98,1.52,,,,,,,,,,3.9,,,,,,,,,,,,,,,,,,,,0.156,8.0,7.9,50.64102564102564,CBR,usable_8_20,1.0
UCDV1_02750,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,15.9,,,,,,,,,,56.3,19.0,37.3,,18.98,1.52,,,,,,,,,,3.9,,,,,,,,,,,,,,,,,,,,0.156,8.0,7.9,50.64102564102564,CBR,usable_8_20,1.0
UCDV1_02751,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,16.0,,,,,,,,,,56.0,19.0,37.0,,19.0,1.52,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,0.16,8.0,8.0,50.0,CBR,usable_8_20,1.0
UCDV1_02752,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,16.0,,,,,,,,,,56.0,19.0,37.0,,19.0,1.52,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,0.16,8.0,8.0,50.0,CBR,usable_8_20,1.0
UCDV1_02753,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,16.3,,,,,,,,,,55.7,19.0,36.7,,19.0,1.53,,,,,,,,,,4.1,,,,,,,,,,,,,,,,,,,,0.16399999999999998,8.0,8.3,50.60975609756099,CBR,usable_8_20,1.0
UCDV1_02754,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,16.3,,,,,,,,,,55.7,19.0,36.7,,19.0,1.53,,,,,,,,,,4.1,,,,,,,,,,,,,,,,,,,,0.16399999999999998,8.0,8.3,50.60975609756099,CBR,usable_8_20,1.0
UCDV1_02755,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,16.8,,,,,,,,,,54.9,18.7,36.2,,19.0,1.54,,,,,,,,,,4.2,,,,,,,,,,,,,,,,,,,,0.168,8.0,8.8,52.38095238095238,CBR,usable_8_20,1.0
UCDV1_02756,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,16.8,,,,,,,,,,54.9,18.7,36.2,,19.0,1.54,,,,,,,,,,4.2,,,,,,,,,,,,,,,,,,,,0.168,8.0,8.8,52.38095238095238,CBR,usable_8_20,1.0
UCDV1_02757,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,17.5,,,,,,,,,,54.1,18.5,35.6,,19.0,1.55,,,,,,,,,,4.3,,,,,,,,,,,,,,,,,,,,0.172,8.0,9.5,55.23255813953489,CBR,usable_8_20,1.0
UCDV1_02758,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,17.5,,,,,,,,,,54.1,18.5,35.6,,19.0,1.55,,,,,,,,,,4.3,,,,,,,,,,,,,,,,,,,,0.172,8.0,9.5,55.23255813953489,CBR,usable_8_20,1.0
UCDV1_02759,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,17.8,,,,,,,,,,53.6,18.4,35.2,,19.0,1.56,,,,,,,,,,4.4,,,,,,,,,,,,,,,,,,,,0.17600000000000002,8.0,9.8,55.68181818181818,CBR,usable_8_20,1.0
UCDV1_02760,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,17.8,,,,,,,,,,53.6,18.4,35.2,,19.0,1.56,,,,,,,,,,4.4,,,,,,,,,,,,,,,,,,,,0.17600000000000002,8.0,9.8,55.68181818181818,CBR,usable_8_20,1.0
UCDV1_02761,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,18.0,,,,,,,,,,53.0,18.0,35.0,,19.0,1.57,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,0.18,8.0,10.0,55.55555555555556,CBR,usable_8_20,1.0
UCDV1_02762,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,18.0,,,,,,,,,,53.0,18.0,35.0,,19.0,1.57,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,0.18,8.0,10.0,55.55555555555556,CBR,usable_8_20,1.0
UCDV1_02763,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,18.1,,,,,,,,,,52.8,18.0,34.8,,18.98,1.58,,,,,,,,,,4.6,,,,,,,,,,,,,,,,,,,,0.184,8.0,10.100000000000001,54.89130434782609,CBR,usable_8_20,1.0
UCDV1_02764,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,18.1,,,,,,,,,,52.8,18.0,34.8,,18.98,1.58,,,,,,,,,,4.6,,,,,,,,,,,,,,,,,,,,0.184,8.0,10.100000000000001,54.89130434782609,CBR,usable_8_20,1.0
UCDV1_02765,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,18.3,,,,,,,,,,52.7,18.0,34.7,,18.96,1.59,,,,,,,,,,4.7,,,,,,,,,,,,,,,,,,,,0.188,8.0,10.3,54.787234042553195,CBR,usable_8_20,1.0
UCDV1_02766,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,18.3,,,,,,,,,,52.7,18.0,34.7,,18.96,1.59,,,,,,,,,,4.7,,,,,,,,,,,,,,,,,,,,0.188,8.0,10.3,54.787234042553195,CBR,usable_8_20,1.0
UCDV1_02767,Scientific Reports supplementary table - HARHA-treated expansive soil CBR,10.1038/s41598-023-40903-1,mixed_stabilized_soil,CBR,,18.8,,,,,,,,,,52.6,18.1,34.5,,18.93,1.6,,,,,,,,,,4.8,,,,,,,,,,,,,,,,,,,,0.192,8.0,10.8,56.25,CBR,usable_8_20,1.0
