scenario_factor,EC_mix_kgCO2e_m3,rho_d_kg_m3
0.8,1159.8464831804274,1688.27726809378
0.8,1202.6875797604703,1688.27726809378
0.8,1052.534500580854,1688.27726809378
0.8,1086.6399810173846,1688.27726809378
0.8,1123.0998373178995,1688.27726809378
0.8,1162.1665766101917,1688.27726809378
0.8,1043.0647916110834,1688.27726809378
0.8,1078.5434387150617,1688.27726809378
0.8,1116.5948072673236,1688.27726809378
0.8,1157.5092651995528,1688.27726809378
0.8,1033.7650429245705,1688.27726809378
0.8,1070.5674019211795,1688.27726809378
0.8,1110.165148548085,1688.27726809378
0.8,1152.8893490064627,1688.27726809378
0.8,1049.1856425319609,1688.27726809378
0.8,1083.7796341745423,1688.27726809378
0.8,1120.8042387937014,1688.27726809378
0.8,1160.5249497461089,1688.27726809378
0.8,1038.321311802836,1688.27726809378
0.8,1074.4782176209428,1688.27726809378
0.8,1113.830329163363,1688.27726809378
0.8,1155.5249225795867,1688.27726809378
0.8,1028.626164161527,1688.27726809378
0.8,1066.1493952599276,1688.27726809378
0.8,1106.5944963643644,1688.27726809378
0.8,1150.3165748275278,1688.27726809378
0.8,1052.1150546538317,1688.27726809378
0.8,1085.5686288662087,1688.27726809378
0.8,1122.6613945431375,1688.27726809378
0.8,1161.2861575669087,1688.27726809378
0.8,1204.2389440467898,1688.27726809378
0.8,1048.0742723471938,1688.27726809378
0.8,1082.1135305280359,1688.27726809378
0.8,1119.8818053222337,1688.27726809378
0.8,1159.2953021436388,1688.27726809378
0.8,1203.1652322399893,1688.27726809378
0.8,1056.640186175206,1688.27726809378
0.8,1090.2520889669722,1688.27726809378
0.8,1125.088029453463,1688.27726809378
0.8,1163.8040858118125,1688.27726809378
0.8,1204.2389440467898,1688.27726809378
0.8,1052.581912250986,1688.27726809378
0.8,1086.7819910158778,1688.27726809378
0.8,1122.302395785782,1688.27726809378
0.8,1161.8088885196732,1688.27726809378
0.8,1203.1652322399893,1688.27726809378
0.8,1047.5899231324577,1688.27726809378
0.8,1082.0560337906356,1688.27726809378
0.8,1119.021442177649,1688.27726809378
0.8,1160.0271934444568,1688.27726809378
0.8,1202.9307644116936,1688.27726809378
0.8,1043.5666324434017,1688.27726809378
0.8,1078.6121851621547,1688.27726809378
0.8,1116.2509196269114,1688.27726809378
0.8,1158.0385089556214,1688.27726809378
0.8,1061.1653176965804,1688.27726809378
0.8,1093.764684042545,1688.27726809378
0.8,1128.727981818951,1688.27726809378
0.8,1165.0630499342642,1688.27726809378
0.8,1057.0895521547784,1688.27726809378
0.8,1090.283336381759,1688.27726809378
0.8,1125.9332814811044,1688.27726809378
0.8,1163.0656817076906,1688.27726809378
0.8,1204.4722389109663,1688.27726809378
0.8,892.0712817766679,1438.5321100917402
0.8,865.0742290137085,1438.5321100917402
0.8,839.9636104006971,1438.5321100917402
0.8,816.5483772922893,1438.5321100917402
0.8,774.1607045583828,1438.5321100917402
0.8,882.7480556500886,1438.5321100917402
0.8,854.6370195255267,1438.5321100917402
0.8,828.5731042530876,1438.5321100917402
0.8,804.3405506866353,1438.5321100917402
0.8,760.6481408107836,1438.5321100917402
