scenario_factor,EC_mix_kgCO2e_m3,rho_d_kg_m3
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,7.062,1650.0
0.8,6.969600000000001,1650.0
0.8,6.8772,1650.0
0.8,6.831,1650.0
0.8,6.784800000000001,1650.0
0.8,6.738600000000001,1650.0
0.8,6.6462,1650.0
0.8,7.062,1650.0
0.8,6.969600000000001,1650.0
0.8,6.8772,1650.0
0.8,6.831,1650.0
0.8,6.784800000000001,1650.0
0.8,6.738600000000001,1650.0
0.8,6.6462,1650.0
0.8,7.062,1650.0
0.8,6.969600000000001,1650.0
0.8,6.8772,1650.0
0.8,6.831,1650.0
0.8,6.784800000000001,1650.0
0.8,6.738600000000001,1650.0
0.8,6.6462,1650.0
0.8,7.062,1650.0
0.8,6.969600000000001,1650.0
0.8,6.8772,1650.0
0.8,6.831,1650.0
0.8,6.784800000000001,1650.0
0.8,6.738600000000001,1650.0
0.8,6.6462,1650.0
0.8,7.062,1650.0
0.8,6.969600000000001,1650.0
0.8,6.8772,1650.0
0.8,6.831,1650.0
0.8,6.784800000000001,1650.0
0.8,6.738600000000001,1650.0
0.8,6.6462,1650.0
0.8,7.062,1650.0
0.8,6.969600000000001,1650.0
0.8,6.8772,1650.0
0.8,6.831,1650.0
0.8,6.784800000000001,1650.0
0.8,6.738600000000001,1650.0
0.8,6.6462,1650.0
0.8,7.062,1650.0
0.8,6.969600000000001,1650.0
0.8,6.8772,1650.0
0.8,6.831,1650.0
0.8,6.784800000000001,1650.0
0.8,6.738600000000001,1650.0
0.8,6.6462,1650.0
0.8,7.062,1650.0
0.8,6.969600000000001,1650.0
0.8,6.8772,1650.0
0.8,6.831,1650.0
0.8,6.784800000000001,1650.0
0.8,6.738600000000001,1650.0
0.8,6.6462,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.68,1670.0
0.8,122.464,1720.0
0.8,242.72,1640.0
0.8,464.28000000000003,1590.0
0.8,95.49440000000001,1720.0
0.8,199.056,1740.0
0.8,397.896,1770.0
0.8,5.680000000000001,1420.0
0.8,105.37600000000002,1480.0
0.8,217.55999999999997,1470.0
0.8,405.88,1390.0
0.8,86.61120000000003,1560.0
0.8,175.03200000000004,1530.0
0.8,337.20000000000005,1500.0
0.8,5.16,1290.0
0.8,312.47200000000004,1390.0
0.8,5.640000000000001,1410.0
0.8,57.367200000000004,1353.0
0.8,5.6000000000000005,1400.0
0.8,108.27199999999999,1340.0
0.8,4.880000000000001,1220.0
0.8,73.91999999999999,1200.0
0.8,5.628,1407.0
0.8,57.07040000000001,1346.0
0.8,106.25200000000001,1315.0
0.8,6.892,1723.0
0.8,70.8928,1672.0
0.8,133.4816,1652.0
0.8,5.16,1290.0
0.8,5.412000000000001,1353.0
0.8,5.6240000000000006,1406.0
0.8,51.299200000000006,1564.0
0.8,94.74080000000001,1538.0
0.8,135.96159999999998,1504.0
0.8,175.4624,1472.0
0.8,212.824,1438.0
0.8,54.2464,2080.0
0.8,100.1728,2080.0
0.8,103.17440000000002,1960.0
0.8,79.96800000000002,1960.0
0.8,99.48960000000002,1890.0
0.8,77.11200000000001,1890.0
0.8,67.32000000000001,1650.0
0.8,55.17600000000001,1650.0
0.8,69.55520000000001,2080.0
0.8,100.1728,2080.0
0.8,73.56800000000001,2200.0
0.8,86.49600000000002,2120.0
0.8,102.09920000000001,2120.0
0.8,82.8352,1720.0
0.8,70.176,1720.0
0.8,92.46719999999999,1920.0
0.8,101.06880000000001,1920.0
0.8,136.496,1900.0
0.8,77.52,1900.0
0.8,96.33120000000001,1830.0
0.8,100.4304,1830.0
0.8,173.12,2000.0
0.8,105.28000000000002,2000.0
0.8,96.32000000000001,2000.0
0.8,96.32000000000001,2000.0
0.8,98.8176,1730.0
0.8,83.3168,1730.0
0.8,66.88000000000001,2000.0
0.8,96.32000000000001,2000.0
0.8,84.28000000000002,1750.0
0.8,92.12,1750.0
0.8,86.84,1670.0
0.8,102.87200000000001,1670.0
0.8,80.4272,1670.0
0.8,80.784,1980.0
0.8,95.3568,1980.0
0.8,102.0768,1860.0
0.8,75.888,1860.0
0.8,105.91839999999999,1930.0
0.8,110.2416,1930.0
0.8,82.824,1450.0
0.8,76.328,1450.0
0.8,81.528,2150.0
0.8,113.176,2150.0
0.8,110.4,1840.0
0.8,132.18560000000002,1840.0
0.8,105.80639999999998,2009.9999999999998
0.8,85.22399999999999,2009.9999999999998
0.8,84.75040000000001,1610.0
0.8,77.5376,1610.0
0.8,77.5376,1610.0
0.8,103.47999999999999,1990.0
0.8,95.83840000000001,1990.0
0.8,117.03999999999999,1900.0
0.8,100.01600000000002,1900.0
0.8,80.376,1970.0
0.8,94.8752,1970.0
0.8,81.3904,1690.0
0.8,159.5088,2090.0
0.8,100.6544,2090.0
0.8,71.656,1690.0
0.8,93.6992,1780.0
0.8,59.5232,1780.0
0.8,141.5248,1970.0
0.8,83.52799999999999,1970.0
0.8,139.6656,1830.0
0.8,96.33120000000001,1830.0
0.8,79.15200000000002,1940.0
0.8,93.4304,1940.0
0.8,110.24,2120.0
0.8,102.09920000000001,2120.0
0.8,138.9024,1820.0
0.8,87.65120000000002,1820.0
0.8,64.288,1960.0
0.8,94.3936,1960.0
0.8,105.36959999999999,1920.0
0.8,78.33600000000001,1920.0
0.8,63.96000000000001,1950.0
0.8,140.08800000000002,1950.0
0.8,104.104,1690.0
0.8,88.9616,1690.0
0.8,111.496,1810.0
0.8,121.92160000000001,1810.0
0.8,88.4,1700.0
0.8,81.872,1700.0
0.8,121.2848,2210.0
0.8,73.90240000000001,2210.0
0.8,86.85600000000001,1650.0
0.8,85.8,1650.0
0.8,79.464,1650.0
0.8,101.13600000000001,2100.0
0.8,109.20000000000002,2100.0
0.8,107.38560000000003,2040.0
0.8,83.232,2040.0
0.8,91.0224,1890.0
0.8,117.03999999999999,1900.0
0.8,91.504,1900.0
0.8,103.54400000000001,2150.0
0.8,99.84,1920.0
0.8,92.46719999999999,1920.0
0.8,145.008,1900.0
0.8,127.98400000000001,1900.0
0.8,77.38080000000002,1470.0
0.8,118.88799999999999,1930.0
0.8,92.9488,1930.0
0.8,77.168,1820.0
0.8,87.65120000000002,1820.0
0.8,93.6992,1780.0
0.8,89.5776,1860.0
0.8,151.11360000000002,1980.0
0.8,95.3568,1980.0
0.8,94.8752,1970.0
0.8,101.06880000000001,1920.0
0.8,93.6992,1780.0
0.8,72.08,1700.0
0.8,81.872,1700.0
0.8,74.88,1440.0
0.8,69.35040000000001,1440.0
0.8,89.5776,1860.0
0.8,133.3728,1980.0
0.8,84.76160000000002,1760.0
0.8,96.80159999999998,2009.9999999999998
0.8,94.22560000000001,1790.0
0.8,84.76160000000002,1760.0
0.8,95.8048,1820.0
0.8,138.9024,1820.0
0.8,103.95840000000001,1820.0
0.8,95.8048,1820.0
0.8,109.2,1820.0
0.8,138.9024,1820.0
0.8,73.20320000000001,1520.0
0.8,109.19680000000002,1520.0
0.8,110.81280000000001,1940.0
0.8,103.54400000000001,2150.0
0.8,96.80159999999998,2009.9999999999998
0.8,73.20320000000001,1520.0
0.8,74.64800000000001,1550.0
0.8,90.05920000000002,1870.0
0.8,101.13600000000001,2100.0
0.8,98.56,1600.0
0.8,91.392,1600.0
0.8,93.632,1520.0
0.8,84.224,1600.0
0.8,84.224,1600.0
0.8,83.6976,1590.0
0.8,76.5744,1590.0
0.8,86.2512,1510.0
0.8,6.88,1720.0
0.8,40.136,1730.0
0.8,74.2,1750.0
0.8,7.088,1772.0
0.8,34.42880000000001,1537.0
0.8,34.42880000000001,1537.0
0.8,34.42880000000001,1537.0
0.8,34.42880000000001,1537.0
0.8,34.42880000000001,1537.0
0.8,34.42880000000001,1537.0
0.8,34.42880000000001,1537.0
0.8,34.42880000000001,1537.0
0.8,34.42880000000001,1537.0
0.8,34.42880000000001,1537.0
0.8,34.42880000000001,1537.0
0.8,34.42880000000001,1537.0
0.8,34.42880000000001,1537.0
0.8,34.42880000000001,1537.0
0.8,34.42880000000001,1537.0
0.8,34.42880000000001,1537.0
0.8,34.42880000000001,1537.0
0.8,34.42880000000001,1537.0
0.8,34.42880000000001,1537.0
0.8,34.42880000000001,1537.0
0.8,34.42880000000001,1537.0
0.8,34.42880000000001,1537.0
0.8,34.42880000000001,1537.0
0.8,34.42880000000001,1537.0
0.8,34.42880000000001,1537.0
0.8,34.42880000000001,1537.0
0.8,34.42880000000001,1537.0
0.8,34.42880000000001,1537.0
0.8,34.42880000000001,1537.0
0.8,34.42880000000001,1537.0
0.8,34.42880000000001,1537.0
0.8,34.42880000000001,1537.0
0.8,34.42880000000001,1537.0
0.8,34.42880000000001,1537.0
0.8,34.42880000000001,1537.0
0.8,34.42880000000001,1537.0
0.8,62.709600000000016,1537.0
0.8,62.709600000000016,1537.0
0.8,62.709600000000016,1537.0
0.8,62.709600000000016,1537.0
0.8,62.709600000000016,1537.0
0.8,62.709600000000016,1537.0
0.8,62.709600000000016,1537.0
0.8,62.709600000000016,1537.0
0.8,62.709600000000016,1537.0
0.8,62.709600000000016,1537.0
0.8,62.709600000000016,1537.0
0.8,62.709600000000016,1537.0
0.8,62.709600000000016,1537.0
0.8,62.709600000000016,1537.0
0.8,62.709600000000016,1537.0
0.8,62.709600000000016,1537.0
0.8,62.709600000000016,1537.0
0.8,62.709600000000016,1537.0
0.8,62.709600000000016,1537.0
0.8,62.709600000000016,1537.0
0.8,62.709600000000016,1537.0
0.8,62.709600000000016,1537.0
0.8,62.709600000000016,1537.0
0.8,62.709600000000016,1537.0
0.8,62.709600000000016,1537.0
0.8,62.709600000000016,1537.0
0.8,62.709600000000016,1537.0
0.8,62.709600000000016,1537.0
0.8,62.709600000000016,1537.0
0.8,62.709600000000016,1537.0
0.8,62.709600000000016,1537.0
0.8,62.709600000000016,1537.0
0.8,62.709600000000016,1537.0
0.8,62.709600000000016,1537.0
0.8,62.709600000000016,1537.0
0.8,62.709600000000016,1537.0
0.8,90.9904,1537.0
0.8,90.9904,1537.0
0.8,90.9904,1537.0
0.8,90.9904,1537.0
0.8,90.9904,1537.0
0.8,90.9904,1537.0
0.8,90.9904,1537.0
0.8,90.9904,1537.0
0.8,90.9904,1537.0
0.8,90.9904,1537.0
0.8,90.9904,1537.0
0.8,90.9904,1537.0
0.8,90.9904,1537.0
0.8,90.9904,1537.0
0.8,90.9904,1537.0
0.8,90.9904,1537.0
0.8,90.9904,1537.0
0.8,90.9904,1537.0
0.8,90.9904,1537.0
0.8,90.9904,1537.0
0.8,90.9904,1537.0
0.8,90.9904,1537.0
0.8,90.9904,1537.0
0.8,90.9904,1537.0
0.8,90.9904,1537.0
0.8,90.9904,1537.0
0.8,90.9904,1537.0
0.8,90.9904,1537.0
0.8,90.9904,1537.0
0.8,90.9904,1537.0
0.8,90.9904,1537.0
0.8,90.9904,1537.0
0.8,90.9904,1537.0
0.8,90.9904,1537.0
0.8,90.9904,1537.0
0.8,90.9904,1537.0
0.8,119.27120000000002,1537.0
0.8,119.27120000000002,1537.0
0.8,119.27120000000002,1537.0
0.8,119.27120000000002,1537.0
0.8,119.27120000000002,1537.0
0.8,119.27120000000002,1537.0
0.8,119.27120000000002,1537.0
0.8,119.27120000000002,1537.0
0.8,119.27120000000002,1537.0
0.8,119.27120000000002,1537.0
0.8,119.27120000000002,1537.0
0.8,119.27120000000002,1537.0
0.8,119.27120000000002,1537.0
0.8,119.27120000000002,1537.0
0.8,119.27120000000002,1537.0
0.8,119.27120000000002,1537.0
0.8,119.27120000000002,1537.0
0.8,119.27120000000002,1537.0
0.8,119.27120000000002,1537.0
0.8,119.27120000000002,1537.0
0.8,119.27120000000002,1537.0
0.8,119.27120000000002,1537.0
0.8,119.27120000000002,1537.0
0.8,119.27120000000002,1537.0
0.8,119.27120000000002,1537.0
0.8,119.27120000000002,1537.0
0.8,119.27120000000002,1537.0
0.8,119.27120000000002,1537.0
0.8,119.27120000000002,1537.0
0.8,119.27120000000002,1537.0
0.8,119.27120000000002,1537.0
0.8,119.27120000000002,1537.0
0.8,119.27120000000002,1537.0
0.8,119.27120000000002,1537.0
0.8,119.27120000000002,1537.0
0.8,119.27120000000002,1537.0
0.8,6.148000000000001,1537.0
0.8,6.148000000000001,1537.0
0.8,6.148000000000001,1537.0
0.8,6.148000000000001,1537.0
0.8,6.148000000000001,1537.0
0.8,6.148000000000001,1537.0
0.8,6.148000000000001,1537.0
0.8,6.148000000000001,1537.0
0.8,6.148000000000001,1537.0
0.8,6.148000000000001,1537.0
0.8,6.148000000000001,1537.0
0.8,6.148000000000001,1537.0
0.8,6.148000000000001,1537.0
0.8,6.148000000000001,1537.0
0.8,34.42880000000001,1537.0
0.8,34.42880000000001,1537.0
0.8,34.42880000000001,1537.0
0.8,34.42880000000001,1537.0
0.8,34.42880000000001,1537.0
0.8,62.709600000000016,1537.0
0.8,62.709600000000016,1537.0
0.8,62.709600000000016,1537.0
0.8,62.709600000000016,1537.0
0.8,62.709600000000016,1537.0
0.8,62.709600000000016,1537.0
0.8,90.9904,1537.0
0.8,90.9904,1537.0
0.8,90.9904,1537.0
0.8,90.9904,1537.0
0.8,90.9904,1537.0
0.8,90.9904,1537.0
0.8,90.9904,1537.0
0.8,90.9904,1537.0
0.8,119.27120000000002,1537.0
0.8,119.27120000000002,1537.0
0.8,119.27120000000002,1537.0
0.8,119.27120000000002,1537.0
0.8,119.27120000000002,1537.0
0.8,119.27120000000002,1537.0
0.8,119.27120000000002,1537.0
0.8,119.27120000000002,1537.0
0.8,46.55145600000001,1790.0
0.8,46.55145600000001,1790.0
0.8,46.55145600000001,1790.0
0.8,46.41971200000001,1790.0
0.8,46.41971200000001,1790.0
0.8,46.41971200000001,1790.0
0.8,46.41971200000001,1790.0
0.8,46.68320000000001,1790.0
0.8,46.55145600000001,1790.0
0.8,46.55145600000001,1790.0
0.8,46.68320000000001,1790.0
0.8,46.68320000000001,1790.0
0.8,46.41971200000001,1790.0
0.8,46.55145600000001,1790.0
0.8,51.638400000000004,1980.0
0.8,51.638400000000004,1980.0
0.8,51.638400000000004,1980.0
0.8,51.49267200000001,1980.0
0.8,51.49267200000001,1980.0
0.8,51.49267200000001,1980.0
0.8,51.49267200000001,1980.0
0.8,51.346944,1980.0
0.8,51.20121600000001,1980.0
0.8,51.49267200000001,1980.0
0.8,51.49267200000001,1980.0
0.8,51.346944,1980.0
0.8,51.346944,1980.0
0.8,51.346944,1980.0
0.8,51.49267200000001,1980.0
0.8,50.491392000000005,1680.0
0.8,56.93068800000001,1710.0
0.8,38.517248,1760.0
0.8,32.760000000000005,1750.0
0.8,41.153088000000004,1740.0
0.8,52.65769600000001,1690.0
0.8,46.7992,1750.0
0.8,48.464960000000005,1700.0
0.8,43.590464000000004,1730.0
0.8,34.73024,1720.0
0.8,55.76428800000001,1860.0
0.8,62.784288000000004,1890.0
0.8,42.67536000000001,1950.0
0.8,35.98755200000001,1930.0
0.8,45.268992000000004,1920.0
0.8,58.816736000000006,1870.0
0.8,51.880256,1940.0
0.8,53.45817600000001,1880.0
0.8,48.266464000000006,1910.0
0.8,38.64448,1900.0
0.8,7.760000000000002,1940.0
0.8,7.760000000000002,1940.0
0.8,7.760000000000002,1940.0
0.8,7.760000000000002,1940.0
0.8,7.760000000000002,1940.0
0.8,7.760000000000002,1940.0
0.8,7.760000000000002,1940.0
0.8,7.760000000000002,1940.0
0.8,7.760000000000002,1940.0
0.8,7.760000000000002,1940.0
0.8,7.1320000000000014,1783.0
0.8,7.1320000000000014,1783.0
0.8,7.1320000000000014,1783.0
0.8,7.1320000000000014,1783.0
0.8,6.872,1718.0
0.8,6.872,1718.0
0.8,6.872,1718.0
0.8,6.872,1718.0
0.8,6.792000000000001,1698.0
0.8,6.792000000000001,1698.0
0.8,6.792000000000001,1698.0
0.8,6.792000000000001,1698.0
0.8,6.56,1640.0
0.8,6.56,1640.0
0.8,6.56,1640.0
0.8,6.56,1640.0
0.8,6.344000000000001,1586.0
0.8,6.344000000000001,1586.0
0.8,6.344000000000001,1586.0
0.8,6.344000000000001,1586.0
0.8,6.452,1613.0
0.8,6.452,1613.0
0.8,6.452,1613.0
0.8,6.452,1613.0
0.8,6.280000000000001,1570.0
0.8,6.280000000000001,1570.0
0.8,6.280000000000001,1570.0
0.8,6.280000000000001,1570.0
0.8,6.280000000000001,1570.0
0.8,6.280000000000001,1570.0
0.8,6.280000000000001,1570.0
0.8,6.280000000000001,1570.0
0.8,6.280000000000001,1570.0
0.8,6.280000000000001,1570.0
0.8,6.280000000000001,1570.0
0.8,6.280000000000001,1570.0
0.8,6.280000000000001,1570.0
0.8,6.280000000000001,1570.0
0.8,6.280000000000001,1570.0
0.8,6.280000000000001,1570.0
0.8,6.280000000000001,1570.0
0.8,6.280000000000001,1570.0
0.8,6.280000000000001,1570.0
0.8,6.280000000000001,1570.0
0.8,6.280000000000001,1570.0
0.8,6.280000000000001,1570.0
0.8,6.280000000000001,1570.0
0.8,6.280000000000001,1570.0
0.8,6.280000000000001,1570.0
0.8,6.280000000000001,1570.0
0.8,6.280000000000001,1570.0
0.8,6.280000000000001,1570.0
0.8,6.920000000000001,1730.0
0.8,6.920000000000001,1730.0
0.8,6.920000000000001,1730.0
0.8,6.920000000000001,1730.0
0.8,6.920000000000001,1730.0
0.8,6.920000000000001,1730.0
0.8,6.920000000000001,1730.0
0.8,6.920000000000001,1730.0
0.8,6.920000000000001,1730.0
0.8,6.920000000000001,1730.0
0.8,6.920000000000001,1730.0
0.8,6.920000000000001,1730.0
0.8,6.920000000000001,1730.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,5.880000000000001,1470.0
0.8,5.880000000000001,1470.0
0.8,6.280000000000001,1570.0
0.8,6.280000000000001,1570.0
0.8,6.36,1590.0
0.8,6.36,1590.0
0.8,6.5200000000000005,1630.0
0.8,6.5200000000000005,1630.0
0.8,6.36,1590.0
0.8,6.36,1590.0
0.8,6.36,1590.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.56,1640.0
0.8,6.56,1640.0
0.8,6.56,1640.0
0.8,6.48,1620.0
0.8,6.48,1620.0
0.8,6.48,1620.0
0.8,6.440000000000001,1610.0
0.8,6.440000000000001,1610.0
0.8,6.440000000000001,1610.0
0.8,7.120000000000001,1780.0
0.8,7.120000000000001,1780.0
0.8,7.120000000000001,1780.0
0.8,7.120000000000001,1780.0
0.8,7.120000000000001,1780.0
0.8,7.120000000000001,1780.0
0.8,7.120000000000001,1780.0
0.8,7.120000000000001,1780.0
0.8,7.120000000000001,1780.0
0.8,7.120000000000001,1780.0
0.8,7.120000000000001,1780.0
0.8,7.120000000000001,1780.0
0.8,7.120000000000001,1780.0
0.8,7.120000000000001,1780.0
0.8,6.32,1580.0
0.8,5.968,1492.0
0.8,5.640000000000001,1410.0
0.8,5.640000000000001,1410.0
0.8,5.640000000000001,1410.0
0.8,5.5600000000000005,1390.0
0.8,5.5600000000000005,1390.0
0.8,5.5600000000000005,1390.0
0.8,5.36,1340.0
0.8,5.36,1340.0
0.8,5.36,1340.0
0.8,8.04,2009.9999999999998
0.8,8.04,2009.9999999999998
0.8,8.04,2009.9999999999998
0.8,8.04,2009.9999999999998
0.8,8.04,2009.9999999999998
0.8,8.04,2009.9999999999998
0.8,8.04,2009.9999999999998
0.8,7.32,1830.0
0.8,7.32,1830.0
0.8,7.32,1830.0
0.8,7.32,1830.0
0.8,7.32,1830.0
0.8,7.32,1830.0
0.8,7.32,1830.0
0.8,7.32,1830.0
0.8,7.32,1830.0
0.8,7.08,1770.0
0.8,7.08,1770.0
0.8,7.08,1770.0
0.8,7.08,1770.0
0.8,7.08,1770.0
0.8,7.08,1770.0
0.8,7.08,1770.0
0.8,7.08,1770.0
0.8,7.08,1770.0
0.8,7.08,1770.0
0.8,7.08,1770.0
0.8,7.08,1770.0
0.8,7.160000000000001,1790.0
0.8,7.160000000000001,1790.0
0.8,7.160000000000001,1790.0
0.8,7.4,1850.0
0.8,7.4,1850.0
0.8,7.4,1850.0
0.8,7.08,1770.0
0.8,7.08,1770.0
0.8,7.08,1770.0
0.8,7.2,1800.0
0.8,7.2,1800.0
0.8,7.2,1800.0
0.8,7.4,1850.0
0.8,7.4,1850.0
0.8,7.4,1850.0
0.8,7.08,1770.0
0.8,7.08,1770.0
0.8,7.08,1770.0
0.8,7.2,1800.0
0.8,7.2,1800.0
0.8,7.2,1800.0
0.8,7.5200000000000005,1880.0
0.8,7.5200000000000005,1880.0
0.8,7.5200000000000005,1880.0
0.8,4.69068,1172.67
0.8,4.69068,1172.67
0.8,4.69068,1172.67
0.8,4.69068,1172.67
0.8,4.69068,1172.67
0.8,4.69068,1172.67
0.8,4.69068,1172.67
0.8,4.69068,1172.67
0.8,4.69068,1172.67
0.8,4.69068,1172.67
0.8,4.69068,1172.67
0.8,4.69068,1172.67
0.8,4.69068,1172.67
0.8,4.69068,1172.67
0.8,4.69068,1172.67
0.8,4.69068,1172.67
0.8,4.69068,1172.67
0.8,4.69068,1172.67
0.8,4.69068,1172.67
0.8,4.69068,1172.67
0.8,4.69068,1172.67
0.8,4.69068,1172.67
0.8,4.69068,1172.67
0.8,4.69068,1172.67
0.8,4.69068,1172.67
0.8,4.69068,1172.67
0.8,4.69068,1172.67
0.8,4.69068,1172.67
0.8,4.69068,1172.67
0.8,4.69068,1172.67
0.8,4.69068,1172.67
0.8,4.69068,1172.67
0.8,4.69068,1172.67
0.8,4.69068,1172.67
0.8,4.69068,1172.67
0.8,4.69068,1172.67
0.8,4.69068,1172.67
0.8,4.69068,1172.67
0.8,4.69068,1172.67
0.8,4.69068,1172.67
0.8,4.69068,1172.67
0.8,4.69068,1172.67
0.8,4.69068,1172.67
0.8,4.69068,1172.67
0.8,4.69068,1172.67
0.8,4.69068,1172.67
0.8,4.69068,1172.67
0.8,4.69068,1172.67
0.8,4.69068,1172.67
0.8,4.69068,1172.67
0.8,4.69068,1172.67
0.8,4.69068,1172.67
0.8,4.69068,1172.67
0.8,4.69068,1172.67
0.8,4.69068,1172.67
0.8,4.69068,1172.67
0.8,4.69068,1172.67
0.8,4.69068,1172.67
0.8,4.69068,1172.67
0.8,4.69068,1172.67
0.8,6.04,1510.0
0.8,6.04,1510.0
0.8,6.04,1510.0
0.8,6.04,1510.0
0.8,6.0,1500.0
0.8,6.0,1500.0
0.8,6.0,1500.0
0.8,6.0,1500.0
0.8,5.920000000000001,1480.0
0.8,5.920000000000001,1480.0
0.8,5.920000000000001,1480.0
0.8,5.920000000000001,1480.0
0.8,5.800000000000001,1450.0
0.8,5.800000000000001,1450.0
0.8,5.800000000000001,1450.0
0.8,5.800000000000001,1450.0
0.8,5.720000000000001,1430.0
0.8,5.720000000000001,1430.0
0.8,5.720000000000001,1430.0
0.8,5.720000000000001,1430.0
0.8,5.5200000000000005,1380.0
0.8,5.5200000000000005,1380.0
0.8,5.5200000000000005,1380.0
0.8,5.5200000000000005,1380.0
0.8,6.6000000000000005,1650.0
0.8,6.72144,1650.0
0.8,6.842880000000001,1650.0
0.8,6.964320000000001,1650.0
0.8,7.0857600000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.72144,1650.0
0.8,6.842880000000001,1650.0
0.8,6.964320000000001,1650.0
0.8,7.0857600000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.72144,1650.0
0.8,6.842880000000001,1650.0
0.8,6.964320000000001,1650.0
0.8,7.0857600000000005,1650.0
0.8,6.6000000000000005,1650.0
0.8,6.72144,1650.0
0.8,6.842880000000001,1650.0
0.8,6.964320000000001,1650.0
0.8,7.0857600000000005,1650.0
0.8,6.72144,1650.0
0.8,6.842880000000001,1650.0
0.8,6.964320000000001,1650.0
0.8,7.0857600000000005,1650.0
0.8,6.72144,1650.0
